Office_Nam,District,District_old,cityblock,Address,Latitude,Longitude,print,Pricepre,Price,Avg_HousePrice,weibo_count,center_dis,center_FID,Subway_Dispre,Subway_Dis,busstation_Countpre,busstation_Count,bank_Countpre,bank_Count,shopping_Count,food_Countpre,food_Count,Residential_Count,firm_Count,education_Count,空间多样性,基础服务多样性,基础服务内容,企业服务多样性,企业服务内容,写字楼面积,写字楼电梯数量
优客工场（四季青）,4,海淀,四季青,四季青路7号,39.95296741,116.265868,16,10.63829787,1600,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,60000,2
优客工场（阿里云）,4,海淀,四季青,四季青路7号楼1号院,39.95296741,116.265868,16,10.63829787,1600,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
优客工场（郭公庄中街20号院）,5,丰台,其他,郭公庄中街20号院,39.819105,116.307931,8,2.127659574,800,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,11,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
外研创客空间（北京外国语大学）,4,海淀,苏州桥,西三环北路2号,39.95339785,116.302313,18,12.76595745,1800,"98,803.31",529,0.04836095,0,17.22943194,710.13,28.30188679,45,3.174603175,2,38,16.90576653,601,98,5,52,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
卓越菁英中心,3,朝阳,三元桥,亮马桥路27号,39.953458,116.4715311,18,12.76595745,1800,"80,584.77",270,0.022920785,3,20.54376091,845.87,13.83647799,22,4.761904762,3,17,6.441631505,229,12,1,0,5,20,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 健身设施 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,10,公司年检 法律咨询 财税代理 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,6200,1
WeWork（国航世纪大厦）,3,朝阳,三元桥,霄云路36号,39.95372635,116.4559137,22,17.0212766,2200,"77,734.85",634,0.015039129,3,13.6846089,564.95,30.81761006,49,34.92063492,22,29,28.97327707,"1,030",67,0,0,6,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,138199.43,22
徳事商务中心（现代汽车大厦）,3,朝阳,三元桥,霄云路38号,39.95476635,116.4565697,38,34.04255319,3800,"78,930.31",1049,0.016165993,3,16.34578994,673.94,39.62264151,63,34.92063492,22,37,34.14908579,"1,214",64,0,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,69398,5
赛格置业商务中心（国航大厦）,3,朝阳,三元桥,霄云路36号,39.95522435,116.4571427,39,35.10638298,3900,"78,930.31",1021,0.016719795,3,17.67430504,728.35,32.70440252,52,30.15873016,19,34,33.24894515,"1,182",59,0,0,6,24,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 免,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,89000,6
世鳌商务中心（南银大厦）,3,朝阳,三元桥,东三环北路甲2号,39.95593342,116.4510114,21,15.95744681,2100,"77,552.41",583,0.017349887,3,9.881212536,409.18,59.74842767,95,20.63492063,13,28,26.72292546,950,52,2,0,2,24,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点,0, ,66000,12
WE+酷窝 北京三元桥空间,3,朝阳,三元桥,霞光里66号院,39.95650935,116.4544197,13,7.446808511,1300,"79,366.82",793,0.017693281,3,12.26160101,506.67,55.97484277,89,28.57142857,18,29,27.96061885,994,55,2,0,7,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,240000,2
IBC商务中心（国际港）,3,朝阳,三元桥,东三环北路戊2,39.95724942,116.4520824,9,3.191489362,900,"79,072.51",607,0.018513874,3,7.414632955,308.16,63.52201258,101,15.87301587,10,42,26.24472574,933,33,2,0,6,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,2
合生财富商务中心（合生财富广场）,2,西城,德胜门,西城区德盛门外大街合生财富广场,39.95741916,116.3722655,43,39.36170213,4300,"122,420.88",113,0.018945693,5,27.74206151,1140.68,10.6918239,17,23.80952381,15,34,14.23347398,506,149,1,0,5,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,60773,8
能+空间（金泰大厦）,3,朝阳,柳芳,朝阳区西坝河南路1号,39.95877056,116.4274206,21,15.95744681,2100,"91,962.66",506,0.017690267,4,4.986143497,208.7,12.57861635,20,14.28571429,9,34,17.6652602,628,110,3,0,6,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,45000,4
你的空间（霄云中心）,3,朝阳,三元桥,霞光里15号,39.9588565,116.458237,15,9.574468085,1500,"78,400.39",869,0.020498719,3,18.03713787,743.21,22.64150943,36,14.28571429,9,29,23.65682138,841,43,1,0,5,17,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁,0, ,59598,6
氪空间（东方科技园）,3,朝阳,酒仙桥,东北四环外700米路南,39.95941155,116.4898886,16,10.63829787,1600,"65,888.57",310,0.025949168,1,23.69059101,974.75,49.05660377,78,7.936507937,5,100,15.302391,544,100,0,1,17,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 茶点 饮用水,0, ,40000,5
IBC商务中心（瑞普电子大厦）,3,朝阳,三元桥,霞光里5号,39.9594755,116.454832,11,5.319148936,1100,"80,486.68",591,0.020672973,3,9.586990758,397.13,40.25157233,64,11.11111111,7,42,20.39381153,725,29,3,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,2
部落方舟（承冀诚大厦）,3,朝阳,三元桥,霄云南街路8号,39.9599055,116.455363,15,9.574468085,1500,"80,339.12",643,0.021132898,3,10.75142533,444.82,38.99371069,62,9.523809524,6,40,19.35302391,688,28,3,0,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,8000,1
无界空间（三元桥店）,3,朝阳,三元桥,三元西桥东,39.96070059,116.4425376,17,11.70212766,1700,"77,455.22",720,0.022991287,4,19.94652733,821.41,34.59119497,55,22.22222222,14,29,27.53867792,979,77,2,1,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,2
UPLAN联合办公（香河园小区西坝河中里）,3,朝阳,西坝河,中里35号,39.96098517,116.432364,10,4.255319149,1000,"84,102.12",497,0.019803758,4,17.27167291,711.86,18.23899371,29,14.28571429,9,49,21.65963432,770,93,3,2,2,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 休闲区 中央空调 空气净化器 微波炉 卫生间配套 办公清洁 饮用水,3,财税代理 商务聚会 宣传设计, ,0
创富港（霄云里8号）,3,朝阳,三元桥,霄云里8号,39.9614015,116.458514,12,6.382978723,1200,"80,367.08",475,0.018744578,8,18.66513655,768.93,25.1572327,40,4.761904762,3,14,10.21097046,363,25,2,0,8,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,1,公司年检,36000,0
虫洞创业之家（新华科技大厦）,3,朝阳,酒仙桥,驼房营南路8号,39.96200169,116.4968733,13,7.446808511,1300,"60,002.03",320,0.020245724,1,37.37251407,1535.1,8.805031447,14,3.174603175,2,36,7.960618847,283,66,1,2,6,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,75000,8
创E+社区（国电社区）,3,朝阳,酒仙桥,酒仙桥路6号,39.96332769,116.4933333,18,12.76595745,1800,"66,035.33",394,0.02401109,1,28.37225769,1166.49,19.49685535,31,6.349206349,4,102,12.74261603,453,64,1,0,10,16,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 书吧 休闲区 中央空调 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,142000,12
91众创空间（91金融大厦）,2,西城,马甸,北京市西城区黄寺大街甲23-11号,39.9646519,116.3783194,20,14.89361702,2000,"122,477.11",343,0.028312755,5,25.19368583,1036.31,57.2327044,91,41.26984127,26,43,21.26582278,756,79,2,0,2,16,办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 茶水间 健身设施 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
马甸北三环内星群加速器（北广大厦）,2,西城,马甸,黄寺大街23号,39.9654089,116.3794244,13,7.446808511,1300,"122,521.14",333,0.029565888,5,22.14940606,911.63,66.03773585,105,33.33333333,21,37,19.32489451,687,61,2,0,5,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,71321.75,10
雷格斯（环球贸易中心）,3,朝阳,安贞,北三环东路36号,39.96707062,116.4040338,40,36.17021277,4000,"87,194.70",684,0.036725943,4,18.68491411,769.74,57.86163522,92,22.22222222,14,40,23.76933896,845,88,0,3,8,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,500000,8
中远通达商务中心（青云当代大厦）,4,海淀,人民大学,海淀区北三环西路43号,39.96740544,116.3231105,13,7.446808511,1300,"96,760.34",815,0.026061131,0,18.53987865,763.8,17.61006289,28,12.6984127,8,92,52.54571027,"1,868",132,0,5,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,46000,6
创富港（创而新大厦）,4,海淀,万柳,万泉庄路15号,39.9676053,116.2937793,11,5.319148936,1100,"102,118.33",481,0.044774732,0,19.11245132,787.25,27.67295597,44,33.33333333,21,20,17.94655415,638,162,4,1,3,20,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,1,公司年检, ,0
索易 商捷（颐堤港）,3,朝阳,酒仙桥,酒仙桥路18号,39.96764708,116.4846589,45,41.4893617,4500,"71,743.99",417,0.019435913,8,6.139834699,255.95,35.8490566,57,11.11111111,7,113,19.35302391,688,48,1,3,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,56000,12
你的空间（金澳国际）,4,海淀,马甸,马甸东路19号,39.96944582,116.3721709,15,9.574468085,1500,"117,622.26",520,0.029823221,5,15.94242532,657.42,44.65408805,71,17.46031746,11,26,17.10267229,608,84,1,0,3,16,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 中央空调 微波炉 冰箱 卫生间配套 办公清洁,0, ,63347.72,8
FUNWORK?北京?新港大厦,3,朝阳,酒仙桥,酒仙桥路16号,39.97021708,116.4846769,13,7.446808511,1300,"72,815.89",534,0.018271404,8,2.045879064,88.28,64.1509434,102,15.87301587,10,116,22.61603376,804,46,0,0,5,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 咖啡厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,27621,3
506空间（普天科技创新园）,3,朝阳,酒仙桥,将台路普天实业创新园,39.97105908,116.4887069,18,12.76595745,1800,"72,313.80",419,0.021751159,8,12.09752048,499.95,26.41509434,42,12.6984127,8,107,14.51476793,516,24,0,0,8,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,0, , ,1
云享客（兆维工业园）,3,朝阳,酒仙桥,酒仙桥路14号,39.97189108,116.4875719,14,8.510638298,1400,"73,859.76",493,0.02042369,8,10.10926493,418.52,48.42767296,77,14.28571429,9,112,17.97468354,639,31,0,1,5,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,315000,4
裸心社（豆瓣）,3,朝阳,酒仙桥,酒仙桥路14号,39.97242208,116.4839909,30,25.53191489,3000,"74,999.45",603,0.016843926,8,5.672742367,236.82,55.34591195,88,15.87301587,10,115,21.7440225,773,46,0,5,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,315000,4
品途创新加速器（兆维工业园）,3,朝阳,酒仙桥,酒仙桥路14号,39.97242208,116.4839909,15,9.574468085,1500,"74,999.45",603,0.016843926,8,5.672742367,236.82,55.34591195,88,15.87301587,10,115,21.7440225,773,46,0,5,6,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁,2,公司年检 运营服务,315000,4
优客工场（兆维工业园）,3,朝阳,酒仙桥,酒仙桥路14号,39.97332608,116.4882959,17,11.70212766,1700,"74,205.83",419,0.02077852,8,13.44166229,555,49.68553459,79,9.523809524,6,24,10.12658228,360,31,0,1,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,315000,4
星库空间（莱锦文化创业园）,3,朝阳,八里庄,八里庄东里1号,39.97396895,116.492574,20,14.89361702,2000,"66,799.48",224,0.024879218,8,23.32482817,959.77,18.86792453,30,0,0,18,4.303797468,153,22,4,1,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,99000,3
星库空间（电子城研发中心）,3,朝阳,酒仙桥,东路9号院临近兆维大厦、798艺术区,39.97396895,116.492574,18,12.76595745,1800,"66,799.48",224,0.024879218,8,23.32482817,959.77,18.86792453,30,0,0,18,4.303797468,153,22,4,1,12,24,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,29300,4
星云加速器（酒仙桥·电子城研发中心）,3,朝阳,酒仙桥,东路9号院临近兆维大厦、798艺术区,39.97405695,116.492834,9,3.191489362,900,"66,799.48",213,0.025123942,8,23.99213781,987.1,18.86792453,30,0,0,17,4.022503516,143,20,6,1,1,13,前台接见 复印打印 办公宽带 WIFI 会议室 多功能厅 茶水间 休闲区 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,29300,4
星库空间（电子城创新产业园）,3,朝阳,酒仙桥,酒仙桥东路7号,39.97532295,116.494895,15,9.574468085,1500,"66,192.93",159,0.027030405,8,29.85533079,1227.23,4.402515723,7,0,0,10,2.362869198,84,18,10,1,4,15,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 茶水间 休闲区 中央空调 卫生间配套 办公清洁 饮用水,0, , ,0
蓟航人工智能创新创业基地（蓟航人工智能创新创业基地）,4,海淀,知春路,知春嘉园3号楼,39.975369,116.3407881,15,9.574468085,1500,"92,636.67",560,0.019344644,0,12.81537278,529.35,11.94968553,19,23.80952381,15,35,23.90998594,850,92,12,50,2,14,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 茶水间 书吧 休闲区 中央空调 卫生间配套 办公清洁 饮用水,0, , ,0
纳什空间（SPACE·中关村）,4,海淀,苏州街,苏州街20号,39.97548587,116.3006806,16,10.63829787,1600,"96,672.37",1335,0.034793745,0,2.894849288,123.05,36.47798742,58,23.80952381,15,43,35.02109705,"1,245",94,0,10,19,24,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,12000,1
微合众创空间（中关村数字电视产业园）,4,海淀,牡丹园,花园路2号,39.9758633,116.3606857,14,8.510638298,1400,"89,150.99",667,0.03368859,0,7.500579898,311.68,38.99371069,62,19.04761905,12,46,30.15471167,"1,072",83,2,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,184600,0
易亨·智汇孵化器(环星大厦),4,海淀,牡丹园,花园北路14号,39.97705082,116.3713949,13,7.446808511,1300,"101,988.79",603,0.036887078,5,9.893665076,409.69,42.7672956,68,7.936507937,5,39,22.3347398,794,87,8,0,2,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 微波炉 冰箱 卫生间配套 办公清洁 饮用水,10,公司年检 法律咨询 财税代理 人事代理 人力招聘 运营服务 商务聚会 政策申请 创业辅导 政策顾问,10000,1
梦想加（瀚海国际大厦）,3,朝阳,酒仙桥,酒仙桥路13号,39.97715108,116.4829389,20,14.89361702,2000,"68,080.67",477,0.014985388,8,5.286957796,221.02,49.68553459,79,12.6984127,8,24,14.59915612,519,52,2,0,17,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,6
中关村京港澳青创中心（创富大厦）,4,海淀,中关村,丹棱街18号（中关村海淀镇南街）,39.97734487,116.3019366,16,10.63829787,1600,"98,356.88",1565,0.032816069,0,8.344666772,346.25,22.01257862,35,57.14285714,36,49,42.3628692,"1,506",68,0,3,2,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,30408,3
科创未来智造中心（神州数码大厦）,4,海淀,中关村,苏州街16号,39.97813913,116.3005318,20,14.89361702,2000,"98,545.63",1519,0.033737007,0,9.14919852,379.2,28.93081761,46,57.14285714,36,46,41.71589311,"1,483",65,0,1,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,35516,34
易得商务中心（星城国际大厦）,3,朝阳,酒仙桥,酒仙桥路甲10号,39.97849657,116.4844764,15,9.574468085,1500,"68,753.04",325,0.016541152,8,5.148759019,215.36,37.10691824,59,7.936507937,5,19,10.88607595,387,66,2,0,5,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,154000,4
无界空间（798）,3,朝阳,酒仙桥,北京朝阳区酒仙桥路10号,39.97876057,116.4923274,17,11.70212766,1700,"65,667.93",258,0.024395404,8,23.96259355,985.89,3.773584906,6,0,0,9,5.11954993,182,30,17,1,2,16,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 茶水间 休闲区 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,58863.26,8
WeWork（电子城·国际电子总部）,3,朝阳,酒仙桥,酒仙桥路6号,39.97943557,116.4854294,22,17.0212766,2200,"68,753.04",406,0.017566408,8,7.088181075,294.79,27.04402516,43,11.11111111,7,16,13.10829817,466,68,2,1,5,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,142000,12
创富港（紫光发展大厦),3,朝阳,惠新里,朝阳区惠新东街11号,39.97954419,116.4172927,10,4.255319149,1000,"77,424.24",447,0.040363554,4,17.4450318,718.96,31.44654088,50,9.523809524,6,33,17.60900141,626,83,2,36,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,47000,3
